id,scene description,is_safe
508,"Slum rooftops flooded, mother with cut arm, baby crying",0
509,"Flooded basement corridor, occupant trapped under drifting furniture",0
510,"Pet owner stranded, cat with broken leg, both bleeding",0
511,"Family fleeing forest inferno, father with scorched arm",0
512,"Heavy smoke in main street, woman coughing blood on curb",0
513,"Fire crew dragging burn victim, unstoppable flames behind them",0
514,"Ranger carrying charred fox cub from burning woods",0
515,"Houses reduced to embers, occupant prone, severe burn injuries",0
516,"Vehicle ablaze by roadside, occupant helped by bystanders",0
517,"Evac route congested, paramedic treating second-degree burns roadside",0
518,"Makeshift campsite in smoky field, many with breathing troubles",0
519,"Line of body bags for firefighters, raging wildfire background",0
520,"Ash-laden suburb search, charred remains discovered in backyard",0
521,"Seaside town swept away, corpses entangled in fishing nets",0
522,"Boats overturned in harbor, victim’s body near dock",0
523,"Resort lounge underwater, pinned tourist with gash on temple",0
524,"Violent wave carried bus away, occupant clinging to seat",0
525,"Pier beams collapsed, fisherman pinned under splintered boards",0
526,"Rooftop chain passing bloody unconscious neighbor above swirling water",0
527,"Fleeing crowd as tsunami nears, multiple trampling injuries",0
528,"Oceanfront hotel in ruins, guests cut and trapped",0
529,"Debris-littered shoreline, staff drapes tarp over discovered body",0
530,"Coastal neighborhood wiped out, drifting remains in murky water",0
531,"Ash-laden huts, villagers partially covered in grey dust",0
532,"Lava flows, car door open, driver inside burned",0
533,"Ash cloud sweeps street, many collapsed coughing uncontrollably",0
534,"Roof caved from ash, occupant pinned under hot debris",0
535,"Tourists running from pyroclastic surge, severe leg burns",0
536,"Evacuating child steps on lava, foot heavily blistered",0
537,"Toxic fumes in village, unresponsive bodies on walkway",0
538,"Boat on ashy lake, passengers hacking, one passed out",0
539,"Farm smothered in ash, laborers gasping, some collapsed",0
540,"Group cornered by lava, burns visible, screaming for rescue",0
541,"Factory ceiling caved, pinned workers shouting for assistance",0
542,"Construction site collapse, multiple workers severely injured",0
543,"Burning apartment, occupant leaping out, found critically wounded",0
544,"Renovation accident, old building interior collapsed on tourists",0
545,"Shanty settlement drenched, collapsed roof injuring mother, child",0
546,"Parking garage caved, occupant pinned, tires flattening chest",0
547,"Side building collapsed from failing bridge, tenants screaming inside",0
548,"Cinema balcony gave way, audience pinned among chairs",0
549,"Mall walkway caved, shopper screaming with leg trapped",0
550,"Destroyed stairwell, paramedics reaching unconscious occupant",0
551,"Flames in chemical plant, staff runs, one severely burned",0
552,"Refinery storage tanks explode, worker soaked in flammable liquid",0
553,"Chemical odor knocks out employees, some near production line",0
554,"Mining tunnel collapsed, rescuers pulling out dust-covered victims",0
555,"Radiation leak meltdown, incapacitated worker behind locked door",0
556,"Factory conveyor jam, screams as worker’s limb is trapped",0
557,"Warehouse fire, employees on floor with severe burn injuries",0
558,"Toppled crane pinned forklift operator, urgent rescue attempt",0
559,"Hazardous tanker tip, chemical burn on cleanup crew’s arms",0
560,"Power plant blast, technician unconscious among sparking wires",0
561,"Bomb shattered marketplace stalls, multiple bodies on cobblestones",0
562,"Armed hostage takers, wounded hostage bleeding from chest",0
563,"Post-explosion city square, casualties lying unresponsive, glass shards",0
564,"Rail station attack, passenger slumped, heavy blood loss",0
565,"Café shooting spree, victim collapsed next to bullet-riddled counter",0
566,"Sport arena bomb, people trampled in panic, many hurt",0
567,"Bus hijacking, driver shot, paramedic struggling to apply dressing",0
568,"Car ramming crowd, bodies scattered, driver fleeing",0
569,"Torched community building, occupant dragged out half-conscious",0
570,"Departures hall bomb, travelers laid out, some not moving",0
571,"Collapsed school library corner, pinned teacher near desks",0
572,"Chemistry lab ceiling fell, student’s leg trapped, bleeding",0
573,"Broken hallway floor, injured teenager calling for help",0
574,"School stairs partly gone, unconscious child on a landing",0
575,"Roof panels in gym fell, pinned teen athlete screaming",0
576,"Destroyed portable classroom, teacher with visible scalp wound",0
577,"Art supplies spilled, pinned student with glass in arm",0
578,"Cafeteria collapsed seats, volunteer covered in bleeding cuts",0
579,"Lockers caved, child found unconscious near twisted metal",0
580,"Partially collapsed walkway, paramedics carrying limp student out",0
581,"Living room floor caved, occupant stuck between beams",0
582,"Bedroom roof beam pinned occupant’s arm, severe bleeding",0
583,"Fallen wall corner, occupant crying beneath broken bricks",0
584,"Top floor collapsed into neighbor’s unit, occupant immobile",0
585,"Kitchen appliances crashed, occupant pinned under fridge",0
586,"Ripped balcony door, occupant dangling with lacerations",0
587,"Ceiling fan fallen, occupant’s shoulder pinned, blood visible",0
588,"Attic collapsed in storms, occupant calling faintly under debris",0
589,"Broken stair flight, occupant’s foot trapped between steps",0
590,"Dust-choked living area, occupant pinned by partial ceiling",0
591,"Cracked avenue, child stuck under signpost debris",0
592,"Tilted bus, occupant bleeding, leaning out shattered window",0
593,"Broken bridge ramp, occupant trapped in dangling sedan",0
594,"Deep sinkhole under crosswalk, pinned cyclist with twisted leg",0
595,"Torn sidewalk, bystanders freeing pinned woman’s foot",0
596,"Fallen traffic light, occupant pinned by snapped pole",0
597,"Two vehicles jammed in sinkhole, occupant visible, bleeding",0
598,"Onlookers prying open car door, occupant drifting unconscious",0
599,"Bridge side rail missing, occupant pinned under collapsed beam",0
600,"Searchlight reveals driver slumped in cratered roadway",0
601,"Historic church collapsed, worshippers covered in bricks, some lifeless",0
602,"Ancient stone gateway fell, pinned tourist calling for help",0
603,"Castle keep destroyed, occupant half-buried, unresponsive",0
604,"Museum display collapsed, caretaker trapped beneath large exhibit",0
605,"Tunnel vault cracked, occupant pinned under carved stone",0
606,"Fortress courtyard rubble, multiple injuries, rescue overwhelmed",0
607,"Archive roof caved, archivist lying unconscious among documents",0
608,"Abbey walkway collapsed, pilgrim with bleeding foot calling out",0
609,"Ruined columns pinned visitors, child crying for mother",0
610,"Church tower blocks scattered, caretaker found lifeless under rubble",0
611,"Emergency morgue station in soccer field, quake victims bagged",0
612,"Tarps covering bodies outside collapsed library, families sobbing",0
613,"Paved lot lined with quake remains, volunteers subdued",0
614,"City park triage, row of deceased partially covered",0
615,"Quake relief area, identified remains stacked carefully",0
616,"Lines of black bags on sidewalk, official tallying dead",0
617,"Families waiting behind cordon, body bags in front",0
618,"Bagged remains near smoldering ruins, rescue team solemn",0
619,"Trucks loaded with quake corpses, rescue continues fruitlessly",0
620,"Tarped bodies in warehouse corners, officials processing tragedy",0
621,"Overcrowded first-aid tent, quake victims moaning in pain",0
622,"Doctor stitching large wound on the dusty ground",0
623,"Patients lined outside, IV lines precariously hung on fences",0
624,"Paramedics triaging broken limbs on stadium bleachers",0
625,"Bloodied bandages piling, nurse short on sterilizing tools",0
626,"Collapsed clinic entrance, staff forced into open-air triage",0
627,"Rows of quake survivors with splints, no pain relief",0
628,"Child screaming while volunteer tries to reset fractured arm",0
629,"Survivors gasping, minimal oxygen tanks left, chaotic scenes",0
630,"Night shift medics exhausted, quake casualties keep arriving",0
631,"Frenzied mother removing boards, glimpses of child's shoe",0
632,"Father pulling rebar from rubble, hearing faint child's cry",0
633,"Sibling duo uncovering collapsed bunk bed, younger pinned inside",0
634,"Woman removing roof pieces, sees baby’s arm protruding",0
635,"Trembling man prying open hallway door, child stuck beneath doorframe",0
636,"Neighbors forming a line, rummaging for missing toddler’s voice",0
637,"Father sobbing as bricks shift, child’s face appears dusty",0
638,"Uncle lifting fractured beam, nephew pinned quietly below",0
639,"Sister removing shards of glass, brother unconscious inside debris",0
640,"Family discovering pinned child unresponsive behind broken closet",0
641,"Overpass chunk on sedan roof, occupant tapping feebly",0
642,"Highway beam crushed trunk, occupant moans from inside",0
643,"Paramedic using jaws of life, occupant with open fracture",0
644,"Concrete block on hood, occupant pinned in driver seat",0
645,"Overpass barrier shattered, occupant pinned by door, bleeding heavily",0
646,"Firefighters slicing through collapsed rooftop, occupant unconscious",0
647,"Rescue lift attempts to remove huge slab, occupant limp",0
648,"Guardrail piercing windshield, occupant pinned, yelling in pain",0
649,"Sparks from broken cables, occupant pinned near car door",0
650,"Dark underpass, occupant’s face pressed against cracked window",0
651,"Quake refugee camp, older man with untreated gash",0
652,"Cramped tents, child wailing from visible broken arm",0
653,"Volunteers handing minimal rations, some faint from hunger",0
654,"Long line of injured, not enough medical staff on site",0
655,"Overturned wheelchair, occupant with bleeding cut on head",0
656,"Soiled blankets, sick evacuees crowding damp corners",0
657,"Puddles in tents, survivors’ bandages soaked, infection risk high",0
658,"Arguing families over water jugs, some with open wounds",0
659,"High fever in child, no medicine available, mother in tears",0
660,"Dim lighting reveals bruised quake victims sleeping on cardboard",0
661,"Skyscraper rubble, paramedics retrieving second body bag",0
662,"Office windows shattered, coworker partially crushed by desk",0
663,"Collapsed partitions, staff pinned in meeting area",0
664,"Overturned chairs, occupant with crushed leg under table",0
665,"Company lobby ruin, worker immobile near reception desk",0
666,"Elevator shaft exposed, occupant discovered lifeless at bottom",0
667,"Smoke from electrical sparks, manager unconscious on wet carpet",0
668,"Trapped worker behind collapsed wall, faint knocks for help",0
669,"Dead phones, staff calling out, faint moans in corner",0
670,"Emergency workers shining lights on multiple unresponsive employees",0
671,"Waist-high flood, occupant’s lifeless body near submerged shop",0
672,"Rescue boat flips, occupant vanishes underwater, chaos ensues",0
673,"House collapsed into flood, occupant pinned under roof beams",0
674,"Highway water jam, driver with visible chest wound calling help",0
675,"Storm tore attic off, occupant with scalp wound, trembling",0
676,"Marooned on roof, deceased neighbor drifting in flood below",0
677,"Crowded evacuation center, many with cuts and bruises",0
678,"Trailer park battered by hurricane, occupant unconscious in mud",0
679,"Bridge pylons cracked, vehicles floating, people screaming",0
680,"Flooded triage area, nurse bandaging large leg wound quickly",0
681,"Tornado-flipped home, occupant pinned, moaning behind collapsed walls",0
682,"Shops destroyed downtown, store clerk trapped in shattered door",0
683,"Caved-in gym roof, teen runner immobile on track",0
684,"Community rec center rubble, occupant crying for trapped friend",0
685,"Cars upended, occupant cut by shattered glass, fainting",0
686,"Barn timbers over farmhand, tractor upside down in field",0
687,"Children rummage remains of home, mother pinned inside",0
688,"Live wire on wet ground, multiple minor electrocutions",0
689,"Piles of siding and shingles, occupant bleeding from scalp",0
690,"Compromised storm cellar, neighbor pulling limp occupant out",0
691,"Flooded suburban cul-de-sac, occupant barely conscious in rescue boat",0
692,"Rapid current sweeps occupant off car roof, body floating",0
693,"Refugees on muddy bank, some have untreated lacerations",0
694,"Farm under water, occupant with deep thigh cut, no help",0
695,"Rail station flooding, occupant unconscious on watery steps",0
696,"Underpass rescue, occupant spitting water, near drowning",0
697,"Chain breaks mid-stream, last occupant disappears underwater",0
698,"Shanty roofs flooded, mother has cut arm, child crying",0
699,"Basement unit flooded, occupant pinned by floating furniture",0
700,"Owner and injured dog marooned, occupant’s leg bleeding",0
701,"Wildfire approaches, teen with burned hand stumbling away",0
702,"Town shrouded in smoke, occupant coughing blood in gutter",0
703,"Firefighters dragging adult with severe burns from hillside flames",0
704,"Park ranger cradles scorched animal, intense blaze close",0
705,"Charred neighborhood, occupant lying face down, clothes smoking",0
706,"Roadside car on fire, occupant with burns crying for help",0
707,"Evacuation jam, paramedics treat partial burns on roadside",0
708,"Sooty field camp, many with irritated lungs and minor burns",0
709,"Forest inferno claims firefighters, bagged remains lined up",0
710,"Search among ashes, discovering half-burnt victim unresponsive",0
711,"Tsunami flattens huts, corpses half-buried in wet sand",0
712,"Fishing harbor upended, occupant’s body stuck in netting",0
713,"Flooded resort lobby, pinned tourist with gushing head wound",0
714,"Giant wave sweeps minivan, occupant clutches seat, bleeding",0
715,"Broken dock boards, occupant pinned under timbers, water rising",0
716,"Evacuees on rooftop, lifting injured neighbor with broken arm",0
717,"Panic wave in streets, trampled occupant lying still",0
718,"Beach hotel decimated, occupant’s leg cut, pinned by debris",0
719,"Mangled cars in tide, rescue draping cloth over body",0
720,"Sunken seaside homes, drifting remains near rubble piles",0
721,"Volcanic ash burying houses, occupant’s arm visible in dust",0
722,"Flowing lava traps car, occupant’s screams echo, severe burns",0
723,"Toxic ash cloud, entire family collapsed near roadside",0
724,"Ash-laden roof caved, occupant pinned, smoldering embers around",0
725,"Tourist viewpoint meltdown, occupant with scorching burns on hands",0
726,"Villager tries crossing lava path, severe foot burns, collapses",0
727,"Gaseous vent in road, occupant unconscious from fumes",0
728,"Volcanic lake boat, passengers choking on falling ash",0
729,"Fields blanketed in ash, farmer collapsed, livestock dead",0
730,"Lava corners hikers, occupant’s clothes smoking from heat",0
731,"Metal beams crushed employees, warehouse scene with frantic cries",0
732,"Tower crane collapse, multiple injuries beneath twisted scaffolding",0
733,"Tenement floor ablaze, occupant jumped, found gravely injured",0
734,"Historic site scaffolding gave way, visitors pinned under boards",0
735,"Slum roof caved, occupant holding bleeding child",0
736,"Parking deck sink, occupant’s car crushed, occupant groaning",0
737,"Bridge construction partially collapsed, occupant trapped in falling scaffolds",0
738,"Cinema seat tiers collapsed, moviegoers pinned amid metal bars",0
739,"Shopping center floor hole, occupant screaming, pinned at edge",0
740,"Stairwell caved, paramedics lifting occupant with broken arm",0
741,"Chemical factory ablaze, workers running, one severely scalded",0
742,"Refinery meltdown, staff soaked in hazardous fluid, crying in pain",0
743,"Toxic leak at plant, several collapsed, foam spewing around",0
744,"Collapsed mine roof, battered miners carried out in stretchers",0
745,"Nuclear facility meltdown, unconscious worker behind locked containment",0
746,"Assembly line jam, occupant screaming as arm is trapped",0
747,"Warehouse conflagration, occupant crawling, severe burns on arms",0
748,"Crane fell across loading bay, forklift operator pinned inside",0
749,"Chemical tanker spillage, worker with acid burns on face",0
750,"Power station arcs, occupant thrown, body convulsing on ground",0
751,"Bombed bazaar, stalls wrecked, multiple motionless bodies among fruit",0
752,"Gunmen holding hostages, one hostage bleeding from leg",0
753,"Blast aftermath, sidewalk littered with fragments, victim unresponsive",0
754,"Train carriage attacked, occupant with chest wound lying still",0
755,"Corner café bullet-ridden, occupant collapsed among scattered chairs",0
756,"Sports arena explosion, panicked stampede, victims trampled beneath seats",0
757,"Shot bus driver, passengers screaming, medics forced to take cover",0
758,"Vehicle ramming spree, bodies scattered near crosswalk, driver fled",0
759,"Deliberate building fire, occupant badly burned carried out",0
760,"Airport baggage claim bombed, travelers facedown, some bleeding uncontrollably",0
761,"Collapsed library aisle, pinned teacher calling for rescue",0
762,"Chemistry lab partial roof failure, occupant badly cut by glass",0
763,"Hall floor gap, student bleeding, teacher kneels for help",0
764,"Cracked stair steps, occupant nearly unconscious at bottom",0
765,"Gym bleacher collapse, occupant pinned, screaming in agony",0
766,"Portable class smashed, teacher bandaging child’s open wound",0
767,"Art class corner caved, occupant pinned among paint supplies",0
768,"Cafeteria line crushed, volunteer teacher with head wound",0
769,"Lockers fell outward, occupant unconscious, pinned under metal",0
770,"Walkway cracked, paramedics evacuate limp child, dust swirling",0
771,"Bedroom roof panel fallen, occupant’s face bloodied, pinned",0
772,"Caved floor, occupant stuck halfway, intense pain from debris",0
773,"Outer wall tore open, occupant pinned behind collapsed closet",0
774,"Top floor smashed into next, occupant unresponsive in hallway",0
775,"Kitchen countertop pinned occupant’s torso, blood on tile",0
776,"Shredded balcony door, occupant precariously hanging, arms injured",0
777,"Ceiling fan blade lodged in occupant’s shoulder, pinned under rubble",0
778,"Attic beams snapped, occupant barely conscious beneath heavy wood",0
779,"Broken banister, occupant’s leg trapped, wound bleeding heavily",0
780,"Living room caving, occupant pinned by central roof beam",0
781,"City avenue cracked, occupant pinned under signage debris",0
782,"Tour bus tilted in gap, passenger covered in blood",0
783,"Bridge ramp dangling, occupant stuck in half-crushed SUV",0
784,"Deep sinkhole under crossing, occupant’s bike wedged, occupant moaning",0
785,"Severed sidewalk slabs, occupant pinned in narrow gap",0
786,"Traffic signal collapsed, occupant pinned under heavy metal",0
787,"Cars in sinkhole, occupant trapped near swirling water",0
788,"Passersby pulling occupant from collapsed manhole, occupant faint",0
789,"Broken guardrail, occupant pinned by post, severe bleeding",0
790,"Searchlight reveals occupant pinned in crumbled lane edge",0
791,"Old church fully caved, worshippers covered in rubble, some silent",0
792,"Ancient fort gates destroyed, pinned occupant moaning for help",0
793,"Castle watchtower collapsed, occupant stuck under large stone",0
794,"Fallen tapestry rods in museum, staff pinned, bleeding",0
795,"Ruined crypt passage, occupant pinned beneath arched ceiling stones",0
796,"Fortified courtyard rubble, occupant’s cries for help fading",0
797,"Historic library floors collapsed, occupant unconscious among books",0
798,"Monastery walkway caved, pilgrim with shattered ankle, pinned",0
799,"Temple columns crushed visitors, child screams for father",0
800,"Broken steeple blocks, caretaker's body partially visible in debris",0
801,"Open-air morgue near collapsed station, quake dead laid out",0
802,"Covered bodies line street, families identify loved ones",0
803,"Military truck loaded with quake victims, tarps half open",0
804,"Crowded morgue tent, lumps in black bags, visitors fainting",0
805,"Basketball court turned morgue, white sheets over lined forms",0
806,"Parking lot processing remains, rescue tags them systematically",0
807,"Floodlit area with rows of body bags, quiet sobs heard",0
808,"Officials marking body bag IDs, bystanders wailing behind tape",0
809,"Stacked remains, volunteers overwhelmed, small children’s bodies visible",0
810,"Desolate street, row of quake victims fully covered by blankets",0
811,"Overfilled emergency tent, occupant wailing from untreated fracture",0
812,"Doctor running out of gauze, quake victims in agony",0
813,"Patients lined outdoors, saline drips from tree branches",0
814,"High fever among injured, nurse struggling to manage shortage",0
815,"No sterile tools left, open wounds risk severe infection",0
816,"Cramped triage corridor, occupant screaming during manual bone setting",0
817,"Discarded bandages pile, volunteers forced to reuse them",0
818,"Bleeding child in queue, caretaker begs for antibiotics",0
819,"Surgery on tarp, occupant delirious, nurse attempts sedation",0
820,"Late-night rush, quake survivors continually arriving with fresh injuries",0
821,"Distraught parent removing chunk, child’s muffled whimper below",0
822,"Relative lifts broken beam, sees child’s foot pinned",0
823,"Teen removing shattered door, father found limp underneath",0
824,"Woman tossing aside debris, discovering toddler breathing shallowly",0
825,"Neighbors forming chain, mother hears child’s faint cry under rubble",0
826,"Father tears away drywall, glimpses daughter’s motionless hand",0
827,"Sister removes glass shards, brother pinned behind dresser",0
828,"Uncle digs through bricks, nephew pinned, face pale",0
829,"Family clearing walkway, discovering pinned infant barely crying",0
830,"Mother pulling broken metal rods, child unconscious behind them",0
831,"Fallen bridge corner on car, occupant weakly hitting window",0
832,"Highway beam jammed through windshield, occupant pinned inside",0
833,"Rescue spreaders opening roof, occupant with broken arm",0
834,"Collapsed ramp on minivan, occupant's leg pinned, bleeding",0
835,"Railing broken, occupant’s door stuck, occupant moaning from injuries",0
836,"Emergency cutting gear used, occupant’s face contorted in pain",0
837,"Slab pinned trunk, occupant stuck between seats, calls for help",0
838,"Guardrail through window, occupant pinned, crying for rescue",0
839,"Broken overhead sign on car roof, occupant pinned severely",0
840,"Firefighters bracing precarious slab, occupant unconscious inside",0
841,"Camp lined with quake tarps, occupant with head stitches undone",0
842,"Volunteers set triage station, occupant bleeding from reopened wound",0
843,"Families huddled in dust, baby’s foot bandaged with cloth",0
844,"Tent row with limp evacuees, minimal supplies left",0
845,"Ration line scuffle, occupant’s bandage undone, bleeding again",0
846,"Children lying in corners, open sores, scarce medical attention",0
847,"Elderly occupant fainting from dehydration, limited water left",0
848,"Night drizzle soaking bandages, occupant quivering with fever",0
849,"Rescue nurse absent, occupant pressing on own bleeding wound",0
850,"Dozens await help, occupant’s infected cut turning dark red",0
851,"Business tower caved, more body bags needed, occupant discovered late",0
852,"Office corner collapsed, coworker pinned and motionless near filing cabinets",0
853,"Ruined break room, occupant twisted under overturned fridge",0
854,"Collapsed ceiling tiles, occupant’s leg broken, pinned near desk",0
855,"Leaning partitions, occupant trapped behind, faint tapping heard",0
856,"Server station meltdown, occupant unconscious from electric shock",0
857,"Hall blocked by beams, occupant screaming for rescue, dust everywhere",0
858,"Elevator stuck mid-floor, occupant found lifeless inside",0
859,"Employee lounge wall caved, occupant bleeding from multiple cuts",0
860,"Emergency lights flicker, occupant discovered unresponsive in hallway",0
861,"Flash flood main road, occupant floating facedown near curb",0
862,"Emergency boat collided, occupant thrown, sinking in swirling water",0
863,"House remains drift, occupant pinned under roof in watery current",0
864,"Highway water chaos, occupant with large chest wound calls out",0
865,"Rooftop torn, occupant’s head bleeding, wind and rain pounding",0
866,"Neighbor’s corpse floats by, occupant signals rescue helicopter",0
867,"Overflowed shelter, occupant’s foot infected, no doctor on site",0
868,"Mobile home park undone, occupant buried in twisted metal frame",0
869,"Bridge collapse from surge, occupant partially submerged, unconscious",0
870,"Rain-flooded ER, occupant bleeding on floating chair",0
871,"Tornado-lifted trailer, occupant found unconscious in wreckage",0
872,"Shops flattened, occupant pinned under store sign, glass cuts",0
873,"Gym scoreboard collapsed, occupant pinned, calling for help",0
874,"Community center stage fallen, occupant injured behind curtain",0
875,"Vehicles scattered, occupant unconscious from head wound in truck",0
876,"Barn roof hammered occupant, livestock also injured",0
877,"Walls peeled off home, mother holding severely hurt baby",0
878,"Sparking lines overhead, occupant’s leg cut, wading through debris",0
879,"Shreds of siding, occupant with lacerations around face",0
880,"Broken storm shelter door, occupant carried out with broken leg",0
881,"Flooded block, occupant limp in rescuer’s arms",0
882,"Flash flood washes occupant off roof, occupant afloat unmoving",0
883,"River edge crammed, occupant with bandaged torso crying in pain",0
884,"Farm field underwater, occupant’s leg gashed, drips blood on raft",0
885,"Metro platform flooded, occupant unconscious, partially submerged",0
886,"Overpass pond, occupant rescued, water in lungs, turning pale",0
887,"Human chain fails, occupant disappears beneath raging torrent",0
888,"Slum rooftop swamped, occupant’s arm deeply cut, no aid",0
889,"Basement swirling water, occupant pinned behind floating bookshelf",0
890,"Dog whimpering, occupant’s leg broken, both on small patch of land",0
891,"Wildfire approach, occupant burned hand clutches child’s arm",0
892,"Dense smoke downtown, occupant coughing up blood, collapse soon after",0
893,"Firefighters pull occupant with severe burns from roadside blaze",0
894,"Park ranger carrying burnt raccoon near raging flames",0
895,"House blackened, occupant lying face down, clothes smoldering",0
896,"Car fire, occupant emerges with charred clothing, screams in pain",0
897,"Traffic jam in smoke, paramedics treat occupant with blistered arms",0
898,"Refugee fire camp, occupant’s cough draws blood, burns on face",0
899,"Crew draping flags on firefighters' remains, unstoppable inferno behind",0
900,"Ash field search, occupant found lifeless, half-burned",0
901,"Tsunami-swept beach, occupant’s body half stuck in netting",0
902,"Fishing vessels overturned, occupant’s remains near pier",0
903,"Hotel lounge flooded, pinned occupant unconscious beneath couch",0
904,"Seawave submerges bus, occupant clutches rail, large head wound",0
905,"Pier collapse, occupant shrieking, pinned under soaked beams",0
906,"Human chain on rooftop, passing occupant with gushing arm wound",0
907,"Crowded street flees wave, occupant trampled, lying motionless",0
908,"Seaside hotel battered, occupant limping, bleeding from glass cuts",0
909,"Mud-laden cars, occupant discovered lifeless, half-buried in silt",0
910,"Destroyed waterfront homes, drifting occupant unresponsive in water",0
911,"Volcano ash covers huts, occupant’s eyes barely open, choking",0
912,"Fiery lava encircles car, occupant with burns, faint screams",0
913,"Suffocating ash wave, occupant unconscious on road shoulder",0
914,"Ash-laden roof caved, occupant pinned under hot debris, burned",0
915,"Immediate pyroclastic surge, occupant with severe back burns",0
916,"Child stepping on molten rock, foot severely blistered, crying",0
917,"Gas-laden crater area, occupant collapsed, pale complexion",0
918,"Boaters choking in thick ash fall, occupant passes out",0
919,"Ash-choked farm, occupant lying among dead livestock, no movement",0
920,"Flowing lava corners hikers, occupant severely burned, crying",0
921,"Warehouse girder snapped, occupant pinned, blood on face",0
922,"Construction scaffolding toppled, occupant under steel bars, groaning",0
923,"Apartment ablaze, occupant jumped, discovered with multiple fractures",0
924,"Renovation site floor collapsed, occupant pinned under tools",0
925,"Slum structure caved in rainfall, occupant bleeding under tarp",0
926,"Parking structure columns snapped, occupant’s car flattened, occupant moans",0
927,"Bridge side building partially crushed, occupant inside pinned, shouting",0
928,"Cinema floor gave way, occupant trapped among broken seats",0
929,"Mall escalator collapsed, occupant pinned, large gash on leg",0
930,"Fire escape destroyed, occupant with sprained ankle and bleeding arm",0
931,"Chemical plant fireball, occupant’s clothes melted, screaming in pain",0
932,"Refinery pipeline burst, occupant soaked in flammable substance, burned",0
933,"Gas inhalation event, occupant unconscious in factory corner",0
934,"Mine tunnel caved, occupant pinned, calling faintly for help",0
935,"Nuclear meltdown zone, occupant found motionless near door",0
936,"Machinery jam, occupant’s trapped hand, others trying to disengage",0
937,"Warehousing blaze, occupant severely burned, lying near exit",0
938,"Crashed crane hooking occupant’s vehicle, occupant pinned inside",0
939,"Toxic tanker spillage, occupant’s arms blistered from chemicals",0
940,"Transformer station blowout, occupant thrown, body twitching on ground",0
941,"Open-air market bombed, occupant motionless beside shattered stall",0
942,"Hostage drama, occupant shot in shoulder, bleeding visibly",0
943,"City square bomb site, occupant lying among glass, unresponsive",0
944,"Attacked train car, occupant clutching chest wound, slipping unconscious",0
945,"Café gunfire, occupant collapsed on floor, bullet wound in side",0
946,"Arena chaos, occupant crushed under trampling crowd, severe injuries",0
947,"Hijacked bus scene, occupant with bullet wound, paramedic frantic",0
948,"Intentional ramming, occupant tossed onto pavement, not moving",0
949,"Building torched, occupant led out with extensive burns, faint breathing",0
950,"Airport corridor smoke, occupant face-down, large blood pool",0
951,"Collapsed school library table, occupant's leg pinned and bleeding",0
952,"Broken chemistry station, occupant’s face cut by glass shards",0
953,"Sinking floor in hallway, occupant screaming for rescue",0
954,"Remains of staircase, occupant motionless at bottom step",0
955,"Gym scoreboard collapsed, occupant pinned, blood on uniform",0
956,"Portable classroom caved, occupant’s head wounded, unconscious",0
957,"Art studio wall fallen, occupant pinned, brushes scattered",0
958,"Cafeteria walkway broken, occupant lying with open fracture",0
959,"Fallen lockers, occupant trapped, visible blood under metal",0
960,"Outdoor walkway cracked, occupant carried away by medics, unconscious",0
961,"Bedroom ceiling panel pinned occupant’s arm, occupant crying in pain",0
962,"Sunken living room floor, occupant half-buried under beams",0
963,"Outer wall gave way, occupant pinned behind collapsed furniture",0
964,"Top story caved, occupant pinned near bathroom door",0
965,"Kitchen table on occupant's torso, occupant wincing from large cut",0
966,"Balcony door torn, occupant precariously hanging with cuts on arms",0
967,"Fallen fan motor pinned occupant's leg, occupant yelling for help",0
968,"Attic floor collapsed, occupant trapped below, muffled screams",0
969,"Broken stairs, occupant pinned, foot twisted unnaturally",0
970,"Living space in shambles, occupant pinned by enormous roof plank",0
971,"City pavement cracked, occupant pinned by large signboard",0
972,"Bus nearly vertical in sinkhole, occupant with bleeding scalp",0
973,"Segment of bridge gone, occupant stuck in swaying vehicle",0
974,"Deep hole at crosswalk, occupant’s leg contorted, blood pooling",0
975,"Sidewalk chunk missing, pinned occupant screaming for medics",0
976,"Traffic light pole down, occupant pinned, dusty with a head wound",0
977,"Car nose in sinkhole, occupant tries to climb out, injured",0
978,"Bystanders pry open jammed door, occupant unresponsive in seat",0
979,"Collapsed guardrail, occupant pinned, hands pressed to bleeding chest",0
980,"Firefighters shining flashlight, occupant unconscious in cratered street",0
981,"Historic chapel caved, occupant stuck under stone bench, no movement",0
982,"Ancient arch crash, occupant pinned, dusty and bleeding",0
983,"Castle outer wall crumbled, occupant pinned, faintly calling rescue",0
984,"Fallen exhibit stand, occupant with broken ribs, moaning",0
985,"Old crypt hallway collapsed, occupant pinned under huge slab",0
986,"Abandoned fortress yard rubble, occupant’s pleas echo, pinned leg",0
987,"Historic reading room caved, occupant trapped among manuscripts",0
988,"Monastery roof fell, occupant pinned, foot severely twisted",0
989,"Temple columns toppled, occupant pinned, child screaming beside them",0
990,"Collapsed spire, caretaker’s motionless form under large stones",0
991,"Makeshift morgue outside quake shelter, occupant's body bag unzipped",0
992,"Tarp city with lined corpses, families sob quietly",0
993,"Military forklift moving quake remains, partial cloth uncovered a face",0
994,"Overflowing morgue tent, occupant’s foot visible from black bag",0
995,"Sports court covered in quake dead, rescuers stand by silently",0
996,"Temporary station storing victims, hush among stacked body bags",0
997,"Rows of covered quake deceased, watchers weeping on sidelines",0
